Dataflow,Geographic Area,Indicator,Sex,Time Period,Observation Value,Unit Multiplier,Unit of Measure,Observation Status,Observation Confidentaility,Lower Bound,Upper Bound,Weighted Sample Size,Observation Footnote,Series Footnote,Data Source,Citation of or link to the data source,Custodian,Time period activity related to when the data are collected,Reference Period,The period of time for which data are provided,Current Age
Cross-sector Indicators,Slovenia,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2015,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Slovenia,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2016,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Slovenia,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2017,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Slovenia,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2018,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Eswatini,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2013,<500,Units,Number,Estimated value,Free,<200,<500,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Eswatini,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2014,<500,Units,Number,Estimated value,Free,<200,<500,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Eswatini,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2015,<500,Units,Number,Estimated value,Free,<200,<500,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Eswatini,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2016,<500,Units,Number,Estimated value,Free,<200,<500,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Eswatini,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2017,<500,Units,Number,Estimated value,Free,<200,<500,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Eswatini,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2018,<500,Units,Number,Estimated value,Free,<200,<500,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Syrian Arab Republic,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2013,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Syrian Arab Republic,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2014,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Syrian Arab Republic,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2015,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Syrian Arab Republic,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2016,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Syrian Arab Republic,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2017,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Syrian Arab Republic,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2018,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Chad,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2013,<500,Units,Number,Estimated value,Free,<200,520,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Chad,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2014,<500,Units,Number,Estimated value,Free,<200,530,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Chad,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2015,<500,Units,Number,Estimated value,Free,<200,520,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Chad,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2016,<500,Units,Number,Estimated value,Free,<500,<500,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Chad,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2017,<500,Units,Number,Estimated value,Free,<500,540,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Chad,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2018,<500,Units,Number,Estimated value,Free,<500,650,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Togo,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2013,<500,Units,Number,Estimated value,Free,<200,<500,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Togo,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2014,<500,Units,Number,Estimated value,Free,<200,<500,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Togo,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2015,<500,Units,Number,Estimated value,Free,<500,<500,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Togo,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2016,<500,Units,Number,Estimated value,Free,<500,<500,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Togo,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2017,<500,Units,Number,Estimated value,Free,<200,<500,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Togo,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2018,<500,Units,Number,Estimated value,Free,<200,<500,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Thailand,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2013,610,Units,Number,Estimated value,Free,<500,1000,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Thailand,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2014,570,Units,Number,Estimated value,Free,<500,900,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Thailand,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2015,540,Units,Number,Estimated value,Free,<500,810,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Thailand,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2016,510,Units,Number,Estimated value,Free,<500,740,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Thailand,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2017,<500,Units,Number,Estimated value,Free,<500,660,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Thailand,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2018,<500,Units,Number,Estimated value,Free,<500,570,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Tajikistan,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2013,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Tajikistan,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2014,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Tajikistan,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2015,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Tajikistan,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2016,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Tajikistan,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2017,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Tajikistan,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2018,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Tunisia,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2013,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Tunisia,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2014,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Tunisia,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2015,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Tunisia,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2016,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Tunisia,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2017,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Tunisia,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2018,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,United Republic of Tanzania,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2013,2500,Units,Number,Estimated value,Free,1400,4400,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,United Republic of Tanzania,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2014,2200,Units,Number,Estimated value,Free,1300,3800,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,United Republic of Tanzania,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2015,2200,Units,Number,Estimated value,Free,1300,3500,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,United Republic of Tanzania,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2016,2100,Units,Number,Estimated value,Free,1200,3200,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,United Republic of Tanzania,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2017,2100,Units,Number,Estimated value,Free,1300,3100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,United Republic of Tanzania,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2018,2100,Units,Number,Estimated value,Free,1300,3000,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Uganda,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2013,3000,Units,Number,Estimated value,Free,1900,4600,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Uganda,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2014,2700,Units,Number,Estimated value,Free,1800,4000,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Uganda,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2015,2400,Units,Number,Estimated value,Free,1600,3500,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Uganda,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2016,2300,Units,Number,Estimated value,Free,1500,3200,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Uganda,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2017,2300,Units,Number,Estimated value,Free,1500,3100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Uganda,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2018,2200,Units,Number,Estimated value,Free,1400,3000,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Ukraine,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2013,<100,Units,Number,Estimated value,Free,<100,<200,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Ukraine,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2014,<100,Units,Number,Estimated value,Free,<100,<200,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Ukraine,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2015,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Ukraine,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2016,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Ukraine,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2017,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Ukraine,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2018,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Uruguay,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2013,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Uruguay,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2014,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Uruguay,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2015,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Uruguay,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2016,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Uruguay,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2017,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Uruguay,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2018,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
