,Base Country,Base Country Lat,Base Country Lng,Relation Country,Relation Country Lat,Relation Country Lng,Men,Women,Children,Sex Trafficking,Forced Labor,Debt Bondage,Description
775,South Sudan,6.876991899999999,31.3069788,Sudan,12.862807,30.217636,0,0,1,0,0,0," According to the Agreement on the Resolution of the Conftict in South Sudan, signed by the warring parties in August 2015, SPLA and the SPLA in Opposition (SPLA-IO) committed to the immediate and unconditional release of child soldiers under their command or inftuence, to be carried out by international organizations"
776,South Sudan,6.876991899999999,31.3069788,Ethiopia,9.145000000000001,40.489673,1,1,1,1,1,0," South Sudanese and foreign business owners recruit men and women from neighboring countriesŠespecially Eritrea, Ethiopia, Kenya, Uganda, and SomaliaŠas well as South Sudanese women and children, with fraudulent offers of employment opportunities in hotels, restaurants, and construction; many are forced to work for little or no pay or are subjected to sex trafficking"
777,South Sudan,6.876991899999999,31.3069788,Somalia,5.152149,46.199616,1,1,1,1,1,0," South Sudanese and foreign business owners recruit men and women from neighboring countriesŠespecially Eritrea, Ethiopia, Kenya, Uganda, and SomaliaŠas well as South Sudanese women and children, with fraudulent offers of employment opportunities in hotels, restaurants, and construction; many are forced to work for little or no pay or are subjected to sex trafficking"
778,South Sudan,6.876991899999999,31.3069788,Uganda,1.373333,32.290275,1,1,1,1,1,0," South Sudanese and foreign business owners recruit men and women from neighboring countriesŠespecially Eritrea, Ethiopia, Kenya, Uganda, and SomaliaŠas well as South Sudanese women and children, with fraudulent offers of employment opportunities in hotels, restaurants, and construction; many are forced to work for little or no pay or are subjected to sex trafficking"
779,South Sudan,6.876991899999999,31.3069788,Kenya,-0.023559,37.906193,1,1,1,1,1,0," South Sudanese and foreign business owners recruit men and women from neighboring countriesŠespecially Eritrea, Ethiopia, Kenya, Uganda, and SomaliaŠas well as South Sudanese women and children, with fraudulent offers of employment opportunities in hotels, restaurants, and construction; many are forced to work for little or no pay or are subjected to sex trafficking"
780,South Sudan,6.876991899999999,31.3069788,Eritrea,15.179384,39.782334,1,1,1,1,1,0," South Sudanese and foreign business owners recruit men and women from neighboring countriesŠespecially Eritrea, Ethiopia, Kenya, Uganda, and SomaliaŠas well as South Sudanese women and children, with fraudulent offers of employment opportunities in hotels, restaurants, and construction; many are forced to work for little or no pay or are subjected to sex trafficking"
781,South Sudan,6.876991899999999,31.3069788,Sudan,12.862807,30.217636,0,0,1,1,1,0," South Sudanese girls are subjected to sex trafficking in restaurants, hotels, and brothels in urban centersŠat times with the involvement of corrupt law enforcement officials"
782,South Sudan,6.876991899999999,31.3069788,Sudan,12.862807,30.217636,0,1,1,0,0,0," South Sudanese women and girls, particularly those from rural areas or who are internally displaced, are vulnerable to domestic servitude throughout the country"
783,South Sudan,6.876991899999999,31.3069788,Sudan,12.862807,30.217636,1,1,1,1,1,0,"As reported over the past five years, South Sudan is a source and destination country for men, women, and children subjected to forced labor and sex trafficking"
784,South Sudan,6.876991899999999,31.3069788,Sudan,12.862807,30.217636,1,1,1,1,1,0," South Sudanese and foreign business owners recruit men and women from neighboring countriesŠespecially Eritrea, Ethiopia, Kenya, Uganda, and SomaliaŠas well as South Sudanese women and children, with fraudulent offers of employment opportunities in hotels, restaurants, and construction; many are forced to work for little or no pay or are subjected to sex trafficking"
785,Spain,40.46366700000001,-3.74922,Vietnam,14.058324,108.277199,1,1,0,0,1,0," Men and women from South and East Asia, particularly China and Vietnam, are subjected to forced labor in the textile, agricultural, construction, industrial, and service sectors"
786,Spain,40.46366700000001,-3.74922,China,35.86166,104.195397,1,1,0,0,1,0," Men and women from South and East Asia, particularly China and Vietnam, are subjected to forced labor in the textile, agricultural, construction, industrial, and service sectors"
787,Spain,40.46366700000001,-3.74922,Brazil,-14.235004,-51.92528,0,1,0,1,0,0," Women from Eastern Europe (particularly Romania and Bulgaria), South America (particularly Venezuela, Paraguay, Brazil, Colombia, and Ecuador), China, and Nigeria are subjected to sex trafficking in Spain"
788,Spain,40.46366700000001,-3.74922,Paraguay,-23.442503,-58.443832,0,1,0,1,0,0," Women from Eastern Europe (particularly Romania and Bulgaria), South America (particularly Venezuela, Paraguay, Brazil, Colombia, and Ecuador), China, and Nigeria are subjected to sex trafficking in Spain"
789,Spain,40.46366700000001,-3.74922,Nigeria,9.081999,8.675277,0,1,0,1,0,0," Women from Eastern Europe (particularly Romania and Bulgaria), South America (particularly Venezuela, Paraguay, Brazil, Colombia, and Ecuador), China, and Nigeria are subjected to sex trafficking in Spain"
790,Spain,40.46366700000001,-3.74922,Niger,17.607789,8.081666,0,1,0,1,0,0," Women from Eastern Europe (particularly Romania and Bulgaria), South America (particularly Venezuela, Paraguay, Brazil, Colombia, and Ecuador), China, and Nigeria are subjected to sex trafficking in Spain"
791,Spain,40.46366700000001,-3.74922,Ecuador,-1.831239,-78.18340599999999,0,1,0,1,0,0," Women from Eastern Europe (particularly Romania and Bulgaria), South America (particularly Venezuela, Paraguay, Brazil, Colombia, and Ecuador), China, and Nigeria are subjected to sex trafficking in Spain"
792,Spain,40.46366700000001,-3.74922,Colombia,4.570868,-74.297333,0,1,0,1,0,0," Women from Eastern Europe (particularly Romania and Bulgaria), South America (particularly Venezuela, Paraguay, Brazil, Colombia, and Ecuador), China, and Nigeria are subjected to sex trafficking in Spain"
793,Spain,40.46366700000001,-3.74922,China,35.86166,104.195397,0,1,0,1,0,0," Women from Eastern Europe (particularly Romania and Bulgaria), South America (particularly Venezuela, Paraguay, Brazil, Colombia, and Ecuador), China, and Nigeria are subjected to sex trafficking in Spain"
794,Spain,40.46366700000001,-3.74922,Bulgaria,42.733883,25.48583,0,1,0,1,0,0," Women from Eastern Europe (particularly Romania and Bulgaria), South America (particularly Venezuela, Paraguay, Brazil, Colombia, and Ecuador), China, and Nigeria are subjected to sex trafficking in Spain"
795,Spain,40.46366700000001,-3.74922,Romania,45.943161,24.96676,0,1,0,1,0,0," Women from Eastern Europe (particularly Romania and Bulgaria), South America (particularly Venezuela, Paraguay, Brazil, Colombia, and Ecuador), China, and Nigeria are subjected to sex trafficking in Spain"
796,Spain,40.46366700000001,-3.74922,Venezuela,6.42375,-66.58973,0,1,0,1,0,0," Women from Eastern Europe (particularly Romania and Bulgaria), South America (particularly Venezuela, Paraguay, Brazil, Colombia, and Ecuador), China, and Nigeria are subjected to sex trafficking in Spain"
797,Sri Lanka,7.873053999999999,80.77179699999999,Thailand,15.870032,100.992541,0,1,0,0,1,0," Some Sri Lankan women are subjected to forced prostitution in Cyprus, Maldives, Malaysia, Singapore, Thailand, and elsewhere"
798,Sri Lanka,7.873053999999999,80.77179699999999,Nepal,28.394857,84.12400799999999,0,1,0,0,1,0, Sri Lanka is a transit point for Nepali women subjected to forced labor in the Middle East
799,Sri Lanka,7.873053999999999,80.77179699999999,Singapore,1.352083,103.819836,0,1,0,0,1,0," Some Sri Lankan women are subjected to forced prostitution in Cyprus, Maldives, Malaysia, Singapore, Thailand, and elsewhere"
800,Sri Lanka,7.873053999999999,80.77179699999999,Maldives,3.202778,73.22068,0,1,0,0,1,0," Some Sri Lankan women are subjected to forced prostitution in Cyprus, Maldives, Malaysia, Singapore, Thailand, and elsewhere"
801,Sri Lanka,7.873053999999999,80.77179699999999,Malaysia,4.210484,101.975766,0,1,0,0,1,0," Some Sri Lankan women are subjected to forced prostitution in Cyprus, Maldives, Malaysia, Singapore, Thailand, and elsewhere"
802,Sri Lanka,7.873053999999999,80.77179699999999,Cyprus,35.126413,33.429859,0,1,0,0,1,0," Some Sri Lankan women are subjected to forced prostitution in Cyprus, Maldives, Malaysia, Singapore, Thailand, and elsewhere"
803,Sri Lanka,7.873053999999999,80.77179699999999,Afghanistan,33.93911,67.709953,1,1,1,0,1,0," Some of the Sri Lankan men, women, and children who migrate to the Middle East, Southeast Asia, and Afghanistan to work in the construction, garment, and domestic service sectors are subjected to forced labor"
804,St. Maarten,18.04248,-63.05483,Colombia,4.570868,-74.297333,0,1,0,0,0,0, Colombian and Venezuelan women may travel to the islands under false pretenses and are subjected to trafficking
805,St. Maarten,18.04248,-63.05483,Russia,61.52401,105.318756,0,1,1,1,0,0," Women and girls from Latin America, the Caribbean, Eastern Europe, and Russia are the most vulnerable to sex trafficking, including women working in regulated and unregulated brothels and dance clubs"
806,St. Maarten,18.04248,-63.05483,Venezuela,6.42375,-66.58973,0,1,0,0,0,0, Colombian and Venezuelan women may travel to the islands under false pretenses and are subjected to trafficking
807,Sudan,12.862807,30.217636,Saudi Arabia,23.885942,45.079162,0,0,1,0,1,0," The government reported Sudanese children are exploited in forced begging and street vending in Saudi Arabia, especially during the Hajj season"
808,Sudan,12.862807,30.217636,Ethiopia,9.145000000000001,40.489673,0,1,0,0,1,1, Ethiopian women are particularly vulnerable to domestic servitude in private homes in Khartoum and other urban centers; some Ethiopian women are forced into prostitution in Khartoum and experience debt bondage
809,Sudan,12.862807,30.217636,Syria,34.80207499999999,38.996815,0,0,1,0,0,0," Anecdotal reports indicate Syrian refugees, including children, are observed begging on the streets in Khartoum and are vulnerable to exploitation"
810,Suriname,3.919305,-56.027783,Brazil,-14.235004,-51.92528,0,1,1,1,0,0," Women and girls from Suriname, Brazil, Dominican Republic, Guyana, and Venezuela are subjected to sex trafficking in Suriname, including in remote and illegal gold mining camps in Suriname's interior"
811,Suriname,3.919305,-56.027783,Dominican Republic,18.735693,-70.162651,0,1,1,1,0,0," Women and girls from Suriname, Brazil, Dominican Republic, Guyana, and Venezuela are subjected to sex trafficking in Suriname, including in remote and illegal gold mining camps in Suriname's interior"
812,Suriname,3.919305,-56.027783,Guyana,4.860416,-58.93018,0,1,1,1,0,0," Women and girls from Suriname, Brazil, Dominican Republic, Guyana, and Venezuela are subjected to sex trafficking in Suriname, including in remote and illegal gold mining camps in Suriname's interior"
813,Suriname,3.919305,-56.027783,Venezuela,6.42375,-66.58973,0,1,1,1,0,0," Women and girls from Suriname, Brazil, Dominican Republic, Guyana, and Venezuela are subjected to sex trafficking in Suriname, including in remote and illegal gold mining camps in Suriname's interior"
814,Sweden,60.12816100000001,18.643501,Morocco,31.791702,-7.092619999999999,0,0,1,1,1,0," Street children in Sweden, especially boys from Morocco, are vulnerable to child sex trafficking and forced criminality"
815,Syria,34.80207499999999,38.996815,Jordan,30.585164,36.238414,0,1,1,1,1,0," Syrian refugee women and girls are vulnerable to forced or ﬁtemporary marriagesﬂŠfor the purpose of prostitution and other forms of exploitationŠand sex trafficking in refugee camps, Jordan, and cities in the Iraqi Kurdistan Region (IKR), including Sulaimaniya"
816,Syria,34.80207499999999,38.996815,Bangladesh,23.684994,90.356331,0,1,0,1,1,0," In March 2016, the media reported that women from Nepal and Bangladesh were forced to work in domestic servitude or the sex industry in Syria"
817,Syria,34.80207499999999,38.996815,Nepal,28.394857,84.12400799999999,0,1,0,1,1,0," In March 2016, the media reported that women from Nepal and Bangladesh were forced to work in domestic servitude or the sex industry in Syria"
818,Syria,34.80207499999999,38.996815,Iraq,33.223191,43.679291,0,1,1,0,1,0," In 2016, ISIS began moving thousands of abducted women and girls from the Yezidi minority group in Iraq into Syria ahead of Iraqi government forces' push to drive ISIS out of Mosul, Iraq"
819,Syria,34.80207499999999,38.996815,Democratic,36.11856849999999,-95.93226399999999,0,1,0,0,0,0," While many Yezidi women were rescued in Syria when Coalition and Syrian Democratic Forces (SDF) liberated ISIS-held territory, thousands remain missing"
820,Syria,34.80207499999999,38.996815,Lebanon,33.854721,35.862285,1,1,1,0,1,0," In Lebanon's Bekaa Valley, Syrian gangs force refugee men, women, and children to work in agriculture, where victims are forced to work under harsh conditions with little to no pay and some are subject to physical abuse"
821,Syria,34.80207499999999,38.996815,Turkey,38.963745,35.243322,0,0,1,0,1,0," Syrian children are also observed working in Turkey's agricultural sector and informally 407TAIWANin textile workshops and the service sector where they experience long working hours, low wages, and poor working conditions; children in these sectors may be vulnerable to forced labor"
822,Syria,34.80207499999999,38.996815,Turkey,38.963745,35.243322,0,0,1,0,1,0," In Turkey, Lebanon, and Jordan, Syrian refugee children continue to engage in street begging, some of which may be forced or coerced"
823,Syria,34.80207499999999,38.996815,Lebanon,33.854721,35.862285,0,0,1,0,1,0," In Turkey, Lebanon, and Jordan, Syrian refugee children continue to engage in street begging, some of which may be forced or coerced"
824,Syria,34.80207499999999,38.996815,Jordan,30.585164,36.238414,0,0,1,0,1,0," In Turkey, Lebanon, and Jordan, Syrian refugee children continue to engage in street begging, some of which may be forced or coerced"
825,Syria,34.80207499999999,38.996815,Iran,32.427908,53.688046,1,0,1,0,0,0, Sources reported in 2016 and 2017 instances in which Iranian officials and Iran's Islamic Revolutionary Guard Corps (IRGC) actively recruit and useŠthrough threats of arrest and deportationŠAfghan immigrant men and children living in Iran to fight in IRGC-organized and commanded militias in Syria
826,Syria,34.80207499999999,38.996815,Lebanon,33.854721,35.862285,0,1,1,0,0,0," In Turkey and Lebanon, Syrian refugee women and girls are exploited by illicit prostitution rings"
827,Syria,34.80207499999999,38.996815,Iraq,33.223191,43.679291,0,1,1,0,1,0," In Baghdad, Basrah, and other cities in southern Iraq, reports from 2015 indicated some Syrian refugee women were forced into prostitution by a trafficking network in hotels and brothels after agents of the network promised to resettle them from the IKR; the women's children were forced to beg on the street"
828,Syria,34.80207499999999,38.996815,Iraq,33.223191,43.679291,0,1,1,1,1,0," Syrian refugee women and girls are vulnerable to forced or ﬁtemporary marriagesﬂŠfor the purpose of prostitution and other forms of exploitationŠand sex trafficking in refugee camps, Jordan, and cities in the Iraqi Kurdistan Region (IKR), including Sulaimaniya"
829,Syria,34.80207499999999,38.996815,Turkey,38.963745,35.243322,0,1,1,0,0,0," In Turkey and Lebanon, Syrian refugee women and girls are exploited by illicit prostitution rings"
830,Taiwan,23.69781,120.960515,China,35.86166,104.195397,0,1,0,1,0,0, Women from China and Southeast Asian countries are lured to Taiwan through fraudulent marriages and deceptive employment offers for purposes of sex trafficking
831,Tajikistan,38.861034,71.276093,Afghanistan,33.93911,67.709953,0,1,1,1,1,1," Tajik women and girls are transported to Afghanistan for the purpose of forced marriage, which can lead to domestic servitude, sex trafficking, and debt bondage"
832,Tajikistan,38.861034,71.276093,Afghanistan,33.93911,67.709953,1,1,0,0,1,0," Tajik men and women are subjected to forced labor in agriculture and construction in Russia, UAE, Kazakhstan, and, to a lesser extent, in other neighboring Central Asian countries, Turkey, and Afghanistan"
833,Tajikistan,38.861034,71.276093,Kazakhstan,48.019573,66.923684,1,1,0,0,1,0," Tajik men and women are subjected to forced labor in agriculture and construction in Russia, UAE, Kazakhstan, and, to a lesser extent, in other neighboring Central Asian countries, Turkey, and Afghanistan"
834,Tajikistan,38.861034,71.276093,Russia,61.52401,105.318756,1,1,0,0,1,0," Tajik men and women are subjected to forced labor in agriculture and construction in Russia, UAE, Kazakhstan, and, to a lesser extent, in other neighboring Central Asian countries, Turkey, and Afghanistan"
835,Tajikistan,38.861034,71.276093,Turkey,38.963745,35.243322,1,1,0,0,1,0," Tajik men and women are subjected to forced labor in agriculture and construction in Russia, UAE, Kazakhstan, and, to a lesser extent, in other neighboring Central Asian countries, Turkey, and Afghanistan"
836,Tajikistan,38.861034,71.276093,Afghanistan,33.93911,67.709953,0,1,1,1,0,0," Women and children from Tajikistan are subjected to sex trafficking primarily in Turkey, UAE, and Russia, and also in Saudi Arabia, Kazakhstan, and Afghanistan, as well as within Tajikistan"
837,Tajikistan,38.861034,71.276093,Kazakhstan,48.019573,66.923684,0,1,1,1,0,0," Women and children from Tajikistan are subjected to sex trafficking primarily in Turkey, UAE, and Russia, and also in Saudi Arabia, Kazakhstan, and Afghanistan, as well as within Tajikistan"
838,Tajikistan,38.861034,71.276093,Russia,61.52401,105.318756,0,1,1,1,0,0," Women and children from Tajikistan are subjected to sex trafficking primarily in Turkey, UAE, and Russia, and also in Saudi Arabia, Kazakhstan, and Afghanistan, as well as within Tajikistan"
839,Tajikistan,38.861034,71.276093,Saudi Arabia,23.885942,45.079162,0,1,1,1,0,0," Women and children from Tajikistan are subjected to sex trafficking primarily in Turkey, UAE, and Russia, and also in Saudi Arabia, Kazakhstan, and Afghanistan, as well as within Tajikistan"
840,Tajikistan,38.861034,71.276093,Turkey,38.963745,35.243322,0,1,1,1,0,0," Women and children from Tajikistan are subjected to sex trafficking primarily in Turkey, UAE, and Russia, and also in Saudi Arabia, Kazakhstan, and Afghanistan, as well as within Tajikistan"
841,Tajikistan,38.861034,71.276093,Iraq,33.223191,43.679291,0,1,0,1,0,0, Some women who traveled to Syria or Iraq with promises of marriage were instead sold into sexual slavery
842,Tajikistan,38.861034,71.276093,Syria,34.80207499999999,38.996815,0,1,0,1,0,0, Some women who traveled to Syria or Iraq with promises of marriage were instead sold into sexual slavery
843,Tajikistan,38.861034,71.276093,Afghanistan,33.93911,67.709953,0,0,1,1,1,0," Tajik children are subjected to sex trafficking and forced labor, including forced begging, in Tajikistan and Afghanistan"
844,Tanzania,-6.369028,34.888822,Yemen,15.552727,48.516388,1,1,1,1,1,0," Trafficking victims from other countriesŠincluding children from Burundi and Rwanda, as well as adults from India, Nepal, and YemenŠare subjected to sex trafficking and involuntary servitude, including forced labor in Tanzania's agricultural, mining, and domestic service sectors"
845,Tanzania,-6.369028,34.888822,Kenya,-0.023559,37.906193,0,0,1,1,0,0, Girls are exploited in domestic servitude throughout the country and in sex trafficking particularly in tourist hubs and along the border with Kenya
846,Tanzania,-6.369028,34.888822,Kenya,-0.023559,37.906193,0,0,1,0,1,0, Previous media reports indicate that traffickers transport Tanzanian children with physical disabilities to Kenya for forced begging or for work in massage parlors
847,Tanzania,-6.369028,34.888822,China,35.86166,104.195397,0,0,1,1,0,0, Media reports also alleged that traffickers subject girls to sex trafficking in China
848,Tanzania,-6.369028,34.888822,Burundi,-3.373056,29.918886,1,1,1,1,1,0," Trafficking victims from other countriesŠincluding children from Burundi and Rwanda, as well as adults from India, Nepal, and YemenŠare subjected to sex trafficking and involuntary servitude, including forced labor in Tanzania's agricultural, mining, and domestic service sectors"
849,Tanzania,-6.369028,34.888822,India,20.593684,78.96288,1,1,1,1,1,0," Trafficking victims from other countriesŠincluding children from Burundi and Rwanda, as well as adults from India, Nepal, and YemenŠare subjected to sex trafficking and involuntary servitude, including forced labor in Tanzania's agricultural, mining, and domestic service sectors"
850,Tanzania,-6.369028,34.888822,Nepal,28.394857,84.12400799999999,1,1,1,1,1,0," Trafficking victims from other countriesŠincluding children from Burundi and Rwanda, as well as adults from India, Nepal, and YemenŠare subjected to sex trafficking and involuntary servitude, including forced labor in Tanzania's agricultural, mining, and domestic service sectors"
851,Tanzania,-6.369028,34.888822,Rwanda,-1.940278,29.873888,1,1,1,1,1,0," Trafficking victims from other countriesŠincluding children from Burundi and Rwanda, as well as adults from India, Nepal, and YemenŠare subjected to sex trafficking and involuntary servitude, including forced labor in Tanzania's agricultural, mining, and domestic service sectors"
852,Thailand,15.870032,100.992541,Uzbekistan,41.377491,64.585262,1,1,1,1,0,0," Women, men, boys, and girls from Thailand, other Southeast Asian countries, Sri Lanka, Russia, Uzbekistan, and some African countries are subjected to labor and sex trafficking in Thailand"
853,Thailand,15.870032,100.992541,Vietnam,14.058324,108.277199,1,0,1,0,1,0," Thai, Burmese, Cambodian, Vietnamese, and Indonesian men and boys are subject to forced labor on Thai and foreign-owned fishing boats"
854,Thailand,15.870032,100.992541,Indonesia,-0.789275,113.921327,1,0,1,0,1,0," Thai, Burmese, Cambodian, Vietnamese, and Indonesian men and boys are subject to forced labor on Thai and foreign-owned fishing boats"
855,Thailand,15.870032,100.992541,Cambodia,12.565679,104.990963,1,0,1,0,1,0," Thai, Burmese, Cambodian, Vietnamese, and Indonesian men and boys are subject to forced labor on Thai and foreign-owned fishing boats"
856,Thailand,15.870032,100.992541,Cambodia,12.565679,104.990963,0,0,1,0,1,0," Some parents or brokers force children from Thailand, Cambodia and Burma to sell ftowers, beg, or work in domestic service in urban areas"
857,Thailand,15.870032,100.992541,Burma,21.916221,95.955974,0,0,1,0,1,0," Some parents or brokers force children from Thailand, Cambodia and Burma to sell ftowers, beg, or work in domestic service in urban areas"
858,Thailand,15.870032,100.992541,Russia,61.52401,105.318756,1,1,1,1,0,0," Women, men, boys, and girls from Thailand, other Southeast Asian countries, Sri Lanka, Russia, Uzbekistan, and some African countries are subjected to labor and sex trafficking in Thailand"
859,Thailand,15.870032,100.992541,Cambodia,12.565679,104.990963,0,0,1,1,0,0," Children from Thailand, Burma, Laos, and Cambodia are victims of sex trafficking in brothels, massage parlors, bars, karaoke lounges, hotels, and private residences"
860,Thailand,15.870032,100.992541,Burma,21.916221,95.955974,0,0,1,1,0,0," Children from Thailand, Burma, Laos, and Cambodia are victims of sex trafficking in brothels, massage parlors, bars, karaoke lounges, hotels, and private residences"
861,Thailand,15.870032,100.992541,Sri Lanka,7.873053999999999,80.77179699999999,1,1,1,1,0,0," Women, men, boys, and girls from Thailand, other Southeast Asian countries, Sri Lanka, Russia, Uzbekistan, and some African countries are subjected to labor and sex trafficking in Thailand"
862,Thailand,15.870032,100.992541,Laos,19.85627,102.495496,0,0,1,1,0,0," Children from Thailand, Burma, Laos, and Cambodia are victims of sex trafficking in brothels, massage parlors, bars, karaoke lounges, hotels, and private residences"
863,The Gambia,13.443182,-15.310139,Kuwait,29.31166,47.481766,0,1,0,1,1,0," Gambian women are subjected to forced labor and sex trafficking in the Middle East, including Lebanon and Kuwait"
864,The Gambia,13.443182,-15.310139,Mauritania,21.00789,-10.940835,0,0,1,0,1,0, NGOs identified Gambian children in forced labor in neighboring West African countries and Mauritania
865,The Gambia,13.443182,-15.310139,Senegal,14.497401,-14.452362,0,0,1,0,1,0," Gambian boys attend Quranic schools in The Gambia, Guinea-Bissau, and Senegal, and some corrupt teachers force their students into begging, street vending, and agricultural work"
866,The Gambia,13.443182,-15.310139,Guinea-Bissau,11.803749,-15.180413,0,0,1,0,1,0," Gambian boys attend Quranic schools in The Gambia, Guinea-Bissau, and Senegal, and some corrupt teachers force their students into begging, street vending, and agricultural work"
867,The Gambia,13.443182,-15.310139,Guinea,9.945587,-9.696645,0,0,1,0,1,0," Gambian boys attend Quranic schools in The Gambia, Guinea-Bissau, and Senegal, and some corrupt teachers force their students into begging, street vending, and agricultural work"
868,The Gambia,13.443182,-15.310139,Netherlands,52.132633,5.291265999999999,0,0,1,1,0,0," The majority of these victims are subjected to sexual exploitation by child sex tourists, primarily from Britain, Germany, Scandinavia, the Netherlands, and Canada"
869,The Gambia,13.443182,-15.310139,Germany,51.165691,10.451526,0,0,1,1,0,0," The majority of these victims are subjected to sexual exploitation by child sex tourists, primarily from Britain, Germany, Scandinavia, the Netherlands, and Canada"
870,The Gambia,13.443182,-15.310139,Canada,56.130366,-106.346771,0,0,1,1,0,0," The majority of these victims are subjected to sexual exploitation by child sex tourists, primarily from Britain, Germany, Scandinavia, the Netherlands, and Canada"
871,The Gambia,13.443182,-15.310139,Lebanon,33.854721,35.862285,0,1,0,1,1,0," Gambian women are subjected to forced labor and sex trafficking in the Middle East, including Lebanon and Kuwait"
872,The Gambia,13.443182,-15.310139,Sierra Leone,8.460555,-11.779889,0,0,1,0,0,0, Traffickers have allegedly exploited Sierra Leonean children as ﬁcultural dancersﬂ in The Gambia
873,Timor-Leste,-8.874217,125.727539,Indonesia,-0.789275,113.921327,1,1,1,1,1,0,"As reported for the last four years, Timor-Leste is a source and destination country for men, women, and children subjected to forced labor and sex trafficking, and is a source for women and girls sent to Indonesia and other countries for domestic servitude"
874,Togo,8.619543,0.824782,Burkina Faso,12.238333,-1.561593,1,1,1,1,0,0," From September to April, many Togolese adults and children migrate in search of economic opportunities to Benin, Burkina Faso, Niger, and Mali, where many are subjected to labor and sex trafficking"
875,Togo,8.619543,0.824782,Benin,9.30769,2.315834,0,0,1,0,1,0, Children from Benin and Ghana are recruited and transported to Togo for forced labor
876,Togo,8.619543,0.824782,Ghana,7.946527,-1.023194,0,0,1,0,1,0, Children from Benin and Ghana are recruited and transported to Togo for forced labor
877,Togo,8.619543,0.824782,Ghana,7.946527,-1.023194,0,0,1,1,0,0, Girls from Ghana are exploited in sex trafficking in Togo
878,Togo,8.619543,0.824782,Benin,9.30769,2.315834,0,0,1,0,1,0," Togolese boys and girls are transported to Benin, Cote d'Ivoire, Democratic Republic of the Congo, Gabon, Ghana, and Nigeria and forced to work in the agricultural sector"
879,Togo,8.619543,0.824782,Democratic,36.11856849999999,-95.93226399999999,0,0,1,0,1,0," Togolese boys and girls are transported to Benin, Cote d'Ivoire, Democratic Republic of the Congo, Gabon, Ghana, and Nigeria and forced to work in the agricultural sector"
880,Togo,8.619543,0.824782,Cote d'Ivoire,7.539988999999999,-5.547079999999999,0,0,1,0,1,0," Togolese boys and girls are transported to Benin, Cote d'Ivoire, Democratic Republic of the Congo, Gabon, Ghana, and Nigeria and forced to work in the agricultural sector"
881,Togo,8.619543,0.824782,Gabon,-0.803689,11.609444,0,0,1,0,1,0," Togolese boys and girls are transported to Benin, Cote d'Ivoire, Democratic Republic of the Congo, Gabon, Ghana, and Nigeria and forced to work in the agricultural sector"
882,Togo,8.619543,0.824782,Ghana,7.946527,-1.023194,0,0,1,0,1,0," Togolese boys and girls are transported to Benin, Cote d'Ivoire, Democratic Republic of the Congo, Gabon, Ghana, and Nigeria and forced to work in the agricultural sector"
883,Togo,8.619543,0.824782,Benin,9.30769,2.315834,1,1,1,1,0,0," From September to April, many Togolese adults and children migrate in search of economic opportunities to Benin, Burkina Faso, Niger, and Mali, where many are subjected to labor and sex trafficking"
884,Togo,8.619543,0.824782,Niger,17.607789,8.081666,0,0,1,0,1,0," Togolese boys and girls are transported to Benin, Cote d'Ivoire, Democratic Republic of the Congo, Gabon, Ghana, and Nigeria and forced to work in the agricultural sector"
885,Togo,8.619543,0.824782,Nigeria,9.081999,8.675277,0,0,1,0,1,0," Togolese boys and girls are transported to Benin, Cote d'Ivoire, Democratic Republic of the Congo, Gabon, Ghana, and Nigeria and forced to work in the agricultural sector"
886,Togo,8.619543,0.824782,Saudi Arabia,23.885942,45.079162,0,1,0,0,1,0," Togolese women have been fraudulently recruited for employment in Saudi Arabia, Lebanon, the United States, and Europe, where they are subjected to domestic servitude or forced prostitution"
887,Togo,8.619543,0.824782,Mali,17.570692,-3.996166,1,1,1,1,0,0," From September to April, many Togolese adults and children migrate in search of economic opportunities to Benin, Burkina Faso, Niger, and Mali, where many are subjected to labor and sex trafficking"
888,Togo,8.619543,0.824782,Niger,17.607789,8.081666,1,1,1,1,0,0," From September to April, many Togolese adults and children migrate in search of economic opportunities to Benin, Burkina Faso, Niger, and Mali, where many are subjected to labor and sex trafficking"
889,Togo,8.619543,0.824782,United States,37.09024,-95.712891,0,1,0,0,1,0," Togolese women have been fraudulently recruited for employment in Saudi Arabia, Lebanon, the United States, and Europe, where they are subjected to domestic servitude or forced prostitution"
890,Togo,8.619543,0.824782,Niger,17.607789,8.081666,1,1,0,0,1,0," In Nigeria, Togolese men are subjected to forced labor in agriculture and Togolese women are exploited in domestic servitude"
891,Togo,8.619543,0.824782,Nigeria,9.081999,8.675277,1,1,0,0,1,0," In Nigeria, Togolese men are subjected to forced labor in agriculture and Togolese women are exploited in domestic servitude"
892,Togo,8.619543,0.824782,Lebanon,33.854721,35.862285,0,1,0,0,1,0," Togolese women have been fraudulently recruited for employment in Saudi Arabia, Lebanon, the United States, and Europe, where they are subjected to domestic servitude or forced prostitution"
893,Tonga,-21.178986,-175.198242,China,35.86166,104.195397,0,1,0,0,1,0," East Asian women, especially those from China, are exploited in prostitution in clandestine establishments operating as legitimate businesses; some East Asian women are recruited from their home countries for legitimate work in Tonga, paying large sums of money in recruitment fees, and upon arrival are forced into prostitution"
